asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
asv01161	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
asv01162	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	unclassified
asv01163	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	Caedimonas_varicaedens
asv01164	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Gryllotalpicola	unclassified
asv01165	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma	uncultured_bacterium
asv01166	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	uncultured_Parcubacteria
asv01167	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	unclassified
asv01168	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	uncultured_Ktedonobacterales
asv01169	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS	unclassified
asv01170	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus_acidoterrestris
asv01171	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Firmicutes
asv01172	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_urinalis
asv01173	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Ac37b	unclassified
asv01174	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	uncultured_Alphaproteobacteria
asv01175	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_azoreducens
asv01176	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
asv01177	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	Chlamydiales_bacterium
asv01178	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	unclassified
asv01179	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae	uncultured_bacterium
asv01180	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	unclassified
asv01181	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	Algoriphagus_sp.
asv01182	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_organism
asv01183	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	WD260	WD260	unclassified
asv01184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	uncultured_Bradyrhizobiaceae
asv01185	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	metagenome
asv01186	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_microorganism
asv01187	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified
asv01188	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	uncultured_Verrucomicrobia
asv01189	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sporothermodurans
asv01190	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	unclassified	unclassified
asv01191	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	uncultured_bacterium
asv01192	Bacteria	Chloroflexi	Ktedonobacteria	B10-SB3A	B10-SB3A	B10-SB3A	uncultured_bacterium
asv01193	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	unclassified
asv01194	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	unclassified	unclassified
asv01195	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_Lachnospiraceae
asv01196	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	unclassified
asv01197	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	uncultured_soil
asv01198	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas	Heliimonas_saccharivorans
asv01199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales	Rhizobiales	uncultured_bacterium
asv01200	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	unclassified
asv01201	Bacteria	WS4	WS4	WS4	WS4	WS4	uncultured_bacterium
asv01202	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	uncultured_bacterium
asv01203	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT_CU03-E12	CWT_CU03-E12	bacterium_enrichment
asv01204	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	microbial_mat
asv01205	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sacheonensis
asv01206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_soil
asv01207	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured	uncultured_bacterium
asv01208	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified
asv01209	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	uncultured	metagenome
asv01210	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Rubrobacteria
asv01211	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	uncultured_Rhodocyclaceae
asv01212	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	unclassified
asv01213	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	unclassified	unclassified
asv01214	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	uncultured_planctomycete
asv01215	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_doosanensis
asv01216	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	unclassified
asv01217	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2	unclassified
asv01218	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae	uncultured_bacterium
asv01219	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	URHD0088	unclassified
asv01220	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Caballeronia_zhejiangensis
asv01221	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia	unclassified
asv01222	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora	unclassified
asv01223	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium
asv01224	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	unclassified
asv01225	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_coprostanoligenes_group	uncultured_Spirochaetes
asv01226	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured_bacterium
asv01227	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Captivus	metagenome
asv01228	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	unclassified	unclassified	unclassified
asv01229	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_delta
asv01230	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_lentimorbus
asv01231	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	unclassified
asv01232	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	unclassified
asv01233	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Kofleriaceae
asv01234	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	unclassified
asv01235	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	uncultured	unclassified
asv01236	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_coprostanoligenes_group	uncultured_Firmicutes
asv01237	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	unclassified
asv01238	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	unclassified
asv01239	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella_sp.
asv01240	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	uncultured_organism
asv01241	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_bacterium
asv01242	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Singulisphaera_rosea
asv01243	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	bacterium_enrichment
asv01244	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae	uncultured_Desulfobacteraceae
asv01245	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	uncultured_bacterium
asv01246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_aurantiaca
asv01247	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	unclassified	unclassified	unclassified
asv01248	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	uncultured_bacterium
asv01249	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_Thermomicrobium
asv01250	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_bacterium
asv01251	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Solirubrobacterales_bacterium
asv01252	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	unclassified
asv01253	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	unclassified
asv01254	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_filicis
asv01255	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	BacC-u-018	uncultured_bacterium
asv01256	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus_cycloheptanicus
asv01257	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	unclassified
asv01258	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	unclassified
asv01259	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	M2PB4-61_termite_group	uncultured_Bacteroidetes
asv01260	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella	uncultured_bacterium
asv01261	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	bacterium_Ellin6515
asv01262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	unclassified
asv01263	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	uncultured_bacterium
asv01264	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	unclassified
asv01265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured	uncultured_Rikenellaceae
asv01266	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae	unclassified
asv01267	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	unclassified
asv01268	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	metagenome
asv01269	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	uncultured_Hyphomicrobiaceae
asv01270	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	unclassified	unclassified
asv01271	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6	Chlamydiales_bacterium
asv01272	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
asv01273	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Burkholderia_sp.
asv01274	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_Spartobacteria
asv01275	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	uncultured_Rhodospirillales
asv01276	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	uncultured_planctomycete
asv01277	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24	unclassified
asv01278	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiaceae	unclassified
asv01279	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_Candidatus
asv01280	Bacteria	Patescibacteria	ABY1	unclassified	unclassified	unclassified	unclassified
asv01281	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	unclassified
asv01282	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	unclassified
asv01283	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_Planctomycetaceae
asv01284	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	Granulicella_cerasi
asv01285	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	unclassified
asv01286	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	HAVOmat113	uncultured_cyanobacterium
asv01287	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	Rudaea_cellulosilytica
asv01288	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	UBA12411	uncultured_deep-sea
asv01289	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	uncultured_soil
asv01290	Bacteria	Firmicutes	uncultured	uncultured	uncultured	uncultured	unclassified
asv01291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Stenoxybacter	uncultured_beta
asv01292	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellifer
asv01293	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	unclassified
asv01294	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	uncultured_Polyangiaceae
asv01295	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	unclassified
asv01296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	unclassified
asv01297	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	archaeon_RBG_16_50_20
asv01298	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	unclassified
asv01299	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	uncultured	unclassified
asv01300	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	uncultured_actinobacterium
asv01301	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	FFCH9454	FFCH9454	uncultured_bacterium
asv01302	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	unclassified
asv01303	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_baekrokdamisoli
asv01304	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	metagenome
asv01305	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	unclassified
asv01306	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	unclassified
asv01307	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia_concava
asv01308	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Streptomyces_sp.
asv01309	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	Hypsibius_dujardini
asv01310	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	unclassified
asv01311	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	uncultured_Parcubacteria
asv01312	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_Methylococcaceae
asv01313	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus_sp.
asv01314	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	Pedosphaera_parvula
asv01315	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium
asv01316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	uncultured_Bradyrhizobiaceae
asv01317	Archaea	Thermoplasmatota	Thermoplasmata	uncultured	uncultured	uncultured	uncultured_bacterium
asv01318	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured	uncultured	unclassified
asv01319	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	uncultured_Lachnospiraceae
asv01320	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Solirubrobacterales_bacterium
asv01321	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured_bacterium
asv01322	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured_Clostridiales
asv01323	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	bacterium_enrichment
asv01324	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Termite_Treponema_cluster	uncultured_Spirochaetes
asv01325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	unclassified
asv01326	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	uncultured	uncultured_bacterium
asv01327	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	unclassified	unclassified
asv01328	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Acidibacter_ferrireducens
asv01329	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified
asv01330	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	unclassified
asv01331	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix_PCC-6303	unclassified
asv01332	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	unidentified
asv01333	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	uncultured_bacterium
asv01334	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_rigui
asv01335	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	uncultured_bacterium
asv01336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rs-E47_termite_group	Rs-E47_termite_group	uncultured_bacterium
asv01337	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	unclassified
asv01338	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
asv01339	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella	uncultured_bacterium
asv01340	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
asv01341	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	BCf9-17_termite_group	uncultured_Bacteroidales
asv01342	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R	unclassified
asv01343	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured_Treponema
asv01344	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aetokthonos_AEL04	unclassified
